IR;BPM;AVG BPM;MILLIS
916;119.76;103;23460
904;119.76;103;23480
910;119.76;103;23500
903;119.76;103;23521
899;119.76;103;23541
900;119.76;103;23561
900;119.76;103;23581
894;119.76;103;23601
886;119.76;103;23621
893;119.76;103;23641
892;119.76;103;23661
903;119.76;103;23681
909;119.76;103;23701
915;119.76;103;23721
925;119.76;103;23741
927;119.76;103;23761
917;119.76;103;23781
915;119.76;103;23801
916;119.76;103;23821
896;119.76;103;23841
895;119.76;103;23862
896;119.76;103;23882
890;119.76;103;23902
897;119.76;103;23922
885;119.76;103;23942
889;119.76;103;23962
887;119.76;103;23982
898;119.76;103;24002
893;119.76;103;24022
900;119.76;103;24042
918;119.76;103;24062
913;119.76;103;24082
917;119.76;103;24102
917;119.76;103;24122
909;119.76;103;24142
906;119.76;103;24162
898;119.76;103;24182
893;119.76;103;24202
898;119.76;103;24223
899;119.76;103;24243
890;119.76;103;24263
886;119.76;103;24283
888;119.76;103;24303
888;119.76;103;24323
894;119.76;103;24343
889;119.76;103;24363
893;119.76;103;24383
902;119.76;103;24403
911;119.76;103;24423
915;119.76;103;24443
912;119.76;103;24463
905;119.76;103;24483
903;119.76;103;24503
906;119.76;103;24523
888;119.76;103;24543
896;119.76;103;24564
889;119.76;103;24584
885;119.76;103;24604
887;119.76;103;24624
886;119.76;103;24644
880;119.76;103;24664
878;119.76;103;24684
890;119.76;103;24704
883;119.76;103;24724
888;119.76;103;24744
886;119.76;103;24764
886;119.76;103;24784
889;119.76;103;24804
890;119.76;103;24824
870;119.76;103;24844
880;119.76;103;24864
